person_id,gr9_fall_math,gr9_fall_sci,gr9_fall_eng,gr9_fall_hist,gr9_spring_math,gr9_spring_sci,gr9_spring_eng,gr9_spring_hist,gr10_fall_math,gr10_fall_sci,gr10_fall_eng,gr10_fall_hist,gr10_spring_math,gr10_spring_sci,gr10_spring_eng,gr10_spring_hist
9076,D,A,,,A,A,A,,A,D,A,D,A,A,,B
9077,A,,A,D,F,,B,A,A,,,A,,D,A,
9078,A,D,B,A,C,A,B,,A,A,B,B,,A,D,B
9081,A,A,A,F,,B,B,,D,D,D,A,,B,A,D
9082,D,A,A,,A,A,A,,A,,A,,,D,B,A
9085,B,D,A,A,,A,A,,A,A,,A,,F,A,B
9086,A,A,A,D,A,D,F,B,A,,A,B,D,A,,C
9089,A,D,A,A,B,A,B,D,A,A,A,B,B,F,,D
9090,D,D,,A,B,,A,A,A,D,A,D,A,D,D,
9092,A,A,D,D,,,,B,A,B,A,A,B,,A,D
9093,A,,,D,A,F,F,A,A,D,A,,A,A,A,D
9094,A,B,,A,A,A,A,,A,A,,A,D,B,B,C
9095,,A,A,B,,F,B,,D,D,,B,B,B,A,A
9096,B,A,A,D,F,C,,D,A,A,A,,,,F,A
9098,D,,B,F,A,A,,D,,A,,,A,D,A,A
9099,D,A,A,D,D,A,D,B,,A,A,A,,A,A,
9100,,,C,,A,A,A,,A,B,A,F,C,,A,A
9101,D,B,,A,,,A,A,D,D,,,B,B,B,
9102,,A,A,D,D,,A,D,D,B,F,,D,F,A,A
9103,,B,B,,D,A,A,,D,D,,A,A,,A,D
9104,B,D,D,,D,A,A,A,D,A,,D,D,F,D,B
9105,B,D,B,A,A,D,,,A,A,A,A,A,,B,F
9106,B,D,A,B,F,,A,B,A,,B,B,,,A,A
9107,D,A,A,,,,A,A,C,,,B,A,B,F,B
9108,D,A,A,A,,A,D,F,B,D,D,A,D,,B,
9112,A,A,A,,,A,B,D,F,B,A,A,A,A,,A
9113,B,,D,A,A,,D,,,,D,D,B,D,B,D
9114,,A,A,F,A,,A,D,A,D,D,,B,D,F,A
9116,B,A,B,A,A,D,A,A,A,A,B,C,A,B,A,B
9117,D,A,A,,B,,,A,,D,,D,B,D,D,D
9119,A,F,F,A,A,,A,A,F,A,D,A,B,F,D,D
9120,B,F,B,D,F,B,B,B,F,A,B,B,B,B,B,C
9122,A,C,D,,A,,F,A,,A,B,D,F,A,B,A
9124,D,,A,A,,A,B,A,A,A,,D,A,,A,F
9125,B,A,A,A,A,B,D,B,A,B,A,,,,F,A
9126,A,F,D,B,D,F,,A,D,,A,F,B,B,B,A
9127,A,F,,A,F,D,,B,A,A,D,A,B,A,D,A
9131,D,D,,F,B,,A,F,,F,A,D,D,A,,A
9134,A,B,A,A,A,,A,A,D,A,B,F,,,A,A
9135,A,D,D,D,,A,A,,D,B,A,F,D,A,,B
9136,A,D,,B,D,F,B,A,B,,A,A,A,,,A
9137,D,,D,A,,A,D,,B,B,A,D,,F,A,B
9138,A,A,A,B,F,D,,D,A,F,A,B,A,,,A
9139,A,A,D,F,,B,,B,F,D,B,A,B,,,B
9140,B,A,D,F,B,,A,A,A,A,B,D,D,B,A,B
9142,,B,D,A,A,,F,A,F,,A,B,A,F,B,
9144,A,D,A,A,A,A,,C,A,F,D,B,D,D,A,B
9148,B,A,A,A,,D,D,D,A,B,A,F,B,C,,A
9149,,B,,B,A,A,A,B,,B,A,A,,B,,A
9152,B,D,D,D,D,B,B,C,A,,A,A,A,B,D,D
9154,,D,,,A,A,D,B,D,,A,A,B,A,,D
9155,A,A,B,B,D,D,A,,C,D,,D,B,A,A,D
9156,A,B,B,D,A,D,D,,D,F,D,A,A,D,,
9157,A,,A,B,A,,A,D,,A,D,,D,A,,A
9158,A,D,A,A,A,A,A,A,A,,A,D,,A,D,D
9159,B,B,,B,,B,,C,B,B,B,B,F,D,B,A
9160,B,A,A,D,A,,A,D,B,C,B,B,A,C,A,A
9163,D,A,B,F,,A,A,,D,D,D,A,A,A,D,A
9164,B,A,A,A,A,D,B,D,D,D,F,,,A,A,A
9166,,D,A,D,D,D,,A,B,B,A,A,A,D,A,D
9167,A,,F,B,,A,D,A,,A,A,A,,A,B,A
9170,A,A,B,D,A,D,F,A,B,B,B,C,B,A,D,A
9172,,A,A,B,A,F,A,A,B,D,F,,B,A,,F
9173,A,,C,A,,D,D,A,D,A,D,B,A,F,A,
9174,C,A,A,B,B,B,,A,B,,B,A,F,,,B
9175,,A,F,A,D,,A,A,,A,A,B,A,D,,B
9178,B,A,,B,A,A,A,A,,D,B,A,D,,D,A
9179,B,C,B,,B,D,A,,,D,A,,D,D,D,B
9182,F,A,A,A,D,,A,A,D,B,,F,D,A,A,
9184,F,F,D,A,D,F,A,F,A,,A,A,A,B,D,
9185,D,,,B,,D,,B,A,D,C,A,D,,D,D
9186,,A,B,B,B,D,A,A,D,A,A,A,F,,F,A
9187,A,D,A,A,A,A,C,,F,D,D,D,A,A,A,B
9193,A,C,A,,,,A,,F,A,B,A,D,A,A,A
9195,,A,,A,F,A,B,C,A,D,F,D,A,D,A,A
9196,D,F,A,A,D,A,A,A,A,A,C,A,B,C,D,D
9197,C,,A,A,C,,,D,D,D,D,,A,A,A,D
9202,A,D,A,A,A,A,A,A,B,D,B,D,,A,A,B
9207,,A,D,D,A,B,B,A,,A,F,D,C,A,A,A
9208,,C,B,A,A,B,D,,D,D,A,A,,D,F,A
9211,A,D,D,A,A,B,A,A,A,,,,C,D,B,B
9213,A,F,A,,,D,,B,D,A,A,A,D,F,A,D
9214,D,B,A,A,,A,D,D,,,,A,A,A,A,A
9215,A,A,B,B,A,D,B,A,A,D,B,A,A,B,,D
9217,D,B,F,F,D,F,B,D,,B,A,B,A,C,D,A
9218,,A,A,,,A,D,A,A,,D,C,A,D,A,F
9221,A,A,A,B,A,F,D,D,A,A,A,D,,A,B,B
9222,A,B,B,B,B,,B,F,B,A,F,D,B,,A,D
9223,D,D,,,A,A,A,A,A,B,D,,B,A,F,D
9226,D,D,B,A,,D,A,,A,F,B,A,D,,A,A
9227,A,A,A,D,,B,D,B,D,D,,A,C,D,D,D
9230,A,B,A,B,A,B,,A,D,A,F,F,A,B,A,
9231,C,A,,A,B,F,,A,A,,,,D,A,D,A
9232,,F,A,,,A,D,D,A,D,A,D,A,A,A,A
9233,D,A,A,A,B,A,A,D,,A,D,,,D,A,
9235,D,D,A,A,A,A,D,A,D,,B,A,A,,A,A
9236,B,A,A,A,D,,D,,B,A,D,D,,B,A,
9237,A,B,A,B,A,A,B,A,,A,,A,A,D,A,A
9238,,B,A,B,B,D,,B,A,,A,,B,A,,A
9240,D,,A,A,,A,B,F,D,A,A,A,A,D,A,
9242,D,B,A,B,,,D,D,D,A,B,D,,B,D,C
9245,A,,A,A,A,D,A,,A,D,A,B,B,D,,B
9246,B,A,B,A,D,B,A,,,A,A,A,B,F,A,D
9247,,B,D,,A,,D,D,A,,A,D,B,D,D,D
9248,D,B,A,A,A,D,A,B,A,A,B,A,B,F,D,F
9251,,A,,,B,A,A,D,A,D,A,D,,,D,A
9254,A,,A,A,,A,D,,B,A,D,A,A,A,D,A
9255,F,D,A,B,A,,A,A,F,A,,,F,A,B,B
9256,,D,F,B,A,B,D,A,A,B,A,D,,D,,D
9258,D,,B,D,,D,,D,,B,A,A,,F,B,F
9259,D,B,D,A,A,B,A,F,A,F,,A,A,,A,D
9260,B,D,,A,F,A,D,B,B,D,A,A,B,,A,D
9262,A,C,B,B,A,B,A,B,A,A,A,B,,D,,A
9264,A,A,B,F,B,,A,D,,D,,A,C,D,A,D
9265,A,,D,B,,A,,,,A,A,D,,A,A,A
9266,A,,A,A,A,,,B,A,D,A,B,A,D,,A
9267,D,,B,,B,A,D,A,B,B,B,A,D,,A,
9269,B,,A,A,B,A,A,,B,F,B,,F,B,B,A
9271,F,A,A,A,A,D,,A,,D,D,D,D,D,,A
9273,,D,A,D,A,B,B,A,,,A,A,B,,B,
9274,D,A,,B,F,A,B,A,A,,,D,F,D,A,
9276,A,D,D,B,B,,A,A,F,D,D,,,A,A,
9277,,A,A,A,A,A,B,,D,D,,B,F,D,A,A
9278,B,B,,F,,,A,D,B,B,A,,,D,B,A
9279,D,D,D,B,,A,B,D,D,A,D,A,B,,A,
9280,B,D,A,B,D,F,A,D,B,B,A,B,D,D,A,A
9281,B,,A,,,,A,B,,A,A,B,B,A,D,F
9282,,A,A,B,A,B,C,B,D,,A,D,D,F,A,F
9285,,A,A,B,,F,D,D,A,B,A,A,,,A,B
9292,F,,D,D,F,B,A,D,A,A,F,D,B,D,A,B
9293,D,C,A,D,D,D,D,A,D,,A,D,B,D,D,
9294,D,A,D,B,B,A,B,D,B,B,A,,,F,D,B
9295,,B,,A,B,A,A,A,D,B,D,A,A,A,C,A
9296,F,,B,B,D,F,D,D,A,A,A,D,,,,B
9299,B,D,,A,A,A,A,A,,,A,B,B,,D,
9303,C,B,A,A,D,,D,A,D,D,C,,D,C,A,
9304,D,B,A,D,A,A,A,A,B,,B,D,B,A,A,A
9305,B,D,A,B,A,B,B,F,,F,D,A,D,D,D,F
9306,D,D,B,,A,D,D,A,A,D,A,,B,,A,
9308,B,A,C,B,,D,,F,A,F,A,A,A,,A,A
9310,,D,B,A,,A,A,A,,B,D,A,A,A,B,A
9313,D,,D,D,A,C,A,C,A,A,F,,B,D,D,
9314,,A,,,A,A,A,A,A,C,,A,A,D,A,B
9315,A,,A,A,A,A,,B,A,B,B,,B,,A,A
9316,A,F,A,B,A,B,,F,B,B,A,,A,D,B,A
9320,D,A,B,A,,D,F,D,F,A,B,D,D,A,D,F
9323,D,A,A,A,A,A,A,A,,,,A,D,F,,
9326,D,B,A,A,D,A,B,A,B,B,F,A,A,,,A
9327,B,D,A,,A,F,A,A,A,F,A,D,D,A,,
9328,A,B,D,A,D,A,,D,B,,A,,A,D,A,B
9329,D,D,,B,A,F,F,B,A,A,A,F,A,,B,B
9330,,A,,A,B,A,B,D,D,D,B,A,B,A,A,D
9333,,D,A,A,A,A,A,A,A,D,B,D,F,D,F,B
9338,F,A,B,D,,A,D,D,F,D,,D,A,A,,A
9340,,D,,A,A,B,D,A,A,D,D,,B,A,A,B
9341,F,D,A,,A,A,,D,,,,A,A,D,A,D
9342,,A,F,D,B,,D,,F,A,A,A,B,A,D,D
9343,D,A,B,,B,,,D,D,A,A,A,D,B,A,A
9345,A,,D,A,F,D,,A,B,,,A,,B,A,B
9346,A,F,A,,D,A,D,D,A,,A,,,B,D,
9353,,,,D,A,A,D,A,A,A,B,B,A,,A,
9355,A,A,A,D,A,A,,D,C,F,A,B,A,B,,D
9356,,B,D,D,D,F,D,F,A,C,C,F,F,,,
9357,,F,,A,D,D,A,A,A,A,,D,A,B,A,D
9358,,A,,,A,A,D,A,,D,,A,,A,D,A
9362,A,A,B,D,D,D,,,D,D,B,A,,A,,B
9365,,B,B,,A,A,B,D,A,A,A,,A,B,D,A
9368,D,D,B,A,B,D,B,D,,D,D,B,B,A,A,B
9369,A,A,A,A,A,B,,B,F,,B,B,F,A,D,A
9370,,A,A,A,,A,D,D,B,,B,D,,F,D,A
9373,A,B,D,D,D,A,B,,A,F,,A,A,B,,
9374,D,A,A,A,,,,,A,B,D,,,F,D,
9375,,A,A,A,,B,D,F,D,A,A,D,A,B,,
9379,F,B,A,A,B,,A,A,A,D,A,D,B,F,A,
9380,,A,A,D,B,A,D,B,,A,A,A,,A,B,F
9381,D,,,D,A,A,A,A,A,,F,B,F,A,,
9382,,A,A,B,A,D,,D,D,D,F,A,,A,A,
9384,,,A,B,A,A,A,B,B,F,B,,D,B,D,
9386,D,D,B,D,B,,D,B,D,A,D,F,B,D,B,A
9388,A,A,,A,D,A,B,A,B,,A,A,D,B,B,
9390,A,A,A,,A,D,C,B,A,,B,,D,A,,D
9391,C,D,D,A,D,B,,B,B,,A,C,,A,A,A
9395,F,A,A,A,,D,A,A,D,,A,A,A,A,B,A
9396,F,D,A,A,D,A,D,A,A,,B,F,A,A,A,A
9397,A,A,,B,B,D,A,,D,A,D,A,D,A,A,D
9398,,D,A,A,F,B,D,,,,F,,,A,A,D
9399,B,A,D,A,B,A,,,B,A,D,A,D,B,B,A
9402,A,A,,D,A,D,,B,A,A,A,D,B,B,B,
9403,,B,B,A,B,D,D,A,A,A,D,B,F,,B,A
9406,,A,A,F,D,,A,B,D,D,A,A,,A,A,B
9408,B,D,F,B,A,A,D,A,A,B,A,,A,A,A,A
9409,D,,F,B,A,,A,,A,D,B,A,B,A,A,D
9410,A,A,A,F,,B,A,A,D,A,B,A,A,F,,D
9411,B,D,A,A,F,B,,,D,,,A,A,F,,D
9412,,A,A,,F,A,A,,F,C,B,A,A,A,D,A
9413,A,,B,D,,A,,D,B,B,A,D,D,B,,
9414,A,D,A,A,A,A,D,A,A,,,,,B,B,D
9416,A,,,A,A,,,B,B,A,B,A,A,A,D,A
9417,A,,,A,B,D,,A,B,A,A,D,D,,A,A
9419,A,A,A,A,A,A,F,D,D,,B,A,D,A,D,D
9421,B,D,B,A,B,B,A,F,A,D,B,B,,C,B,D
9423,D,D,F,,B,D,,F,C,B,A,A,A,A,D,D
9424,A,F,D,,,A,A,,D,A,C,A,D,A,A,
9425,D,D,B,A,A,D,B,A,A,B,A,D,C,D,,A
9429,D,,D,B,A,A,A,A,A,B,A,D,B,F,A,A
9433,B,A,B,A,,B,D,,A,,,A,F,A,A,D
9435,A,A,A,A,A,,A,A,A,A,A,,F,,A,F
9439,F,A,B,,B,D,,A,F,F,D,A,C,,B,A
9441,A,B,,D,F,A,A,,A,C,B,D,,,B,A
9442,A,A,,,A,A,A,B,,,,B,F,,A,
9443,A,D,D,F,B,A,A,F,,C,,,,A,B,D
9445,B,A,B,A,A,D,A,,D,B,D,A,A,A,A,D
9447,A,,B,A,,,A,,D,,B,,A,A,A,A
9448,D,D,,,A,D,,D,D,D,D,,F,D,A,A
9449,D,A,D,A,,,A,A,D,,,A,A,B,B,
9453,A,B,A,,A,,,F,A,,D,D,B,B,F,D
9454,,D,A,,D,F,A,D,D,A,,D,A,A,F,B
9455,F,B,A,F,D,A,A,A,,,F,,F,,B,
9457,A,B,A,,D,B,F,A,A,B,,D,D,A,,F
9459,,F,D,A,A,D,F,D,A,,,B,,,A,A
9460,,,,,F,A,,F,B,B,A,D,A,D,D,D
9461,B,A,A,A,B,,D,D,A,D,F,A,D,A,D,A
9463,A,B,,A,,F,,F,B,A,A,,A,,A,
9464,A,,B,D,D,D,D,A,,B,,B,B,A,A,A
9466,A,F,A,A,A,D,D,F,,F,,D,A,,B,A
9468,,,A,,,A,,A,B,F,D,A,B,,C,B
9469,A,A,B,A,B,F,D,A,,D,,F,,B,A,D
9470,D,A,,D,A,D,,A,A,,D,A,,D,F,A
9471,A,B,,D,B,,A,,,D,A,,A,,D,A
9472,A,F,A,,,A,D,D,,B,D,A,D,F,D,A
9473,D,D,A,,,A,A,D,,F,A,B,A,D,A,F
9474,A,A,B,,B,,A,,A,B,A,D,B,A,D,A
9475,A,D,A,A,D,B,A,D,D,D,A,D,A,A,A,A
9476,B,D,F,B,B,B,,,B,B,A,,F,,A,D
9479,A,A,D,D,B,A,A,B,B,A,,A,A,D,,D
9482,,D,B,A,C,A,,,B,A,,A,,A,,D
9483,A,A,A,D,B,F,,,D,C,,A,D,A,A,F
9485,,A,D,A,,A,A,B,B,,D,A,C,A,,B
9488,,A,B,B,F,B,F,B,D,B,C,D,,A,B,
9490,B,B,A,A,D,B,A,A,D,A,B,,,D,,A
9495,,D,A,A,A,A,B,A,D,B,,A,A,D,,F
9497,F,D,,F,A,B,D,A,,D,A,,A,B,A,A
9500,D,,,B,D,A,A,,D,,B,A,,A,A,F
9503,D,A,A,B,A,A,A,D,C,,D,D,D,D,D,D
9504,B,B,A,F,D,A,A,D,D,A,A,,A,C,,A
9506,A,D,F,A,B,A,D,,A,D,D,A,A,D,,A
9507,,A,D,A,F,A,,,,D,,D,A,C,A,D
9510,A,,A,,A,A,D,A,D,F,A,A,,D,D,
9516,,B,A,D,A,,,D,A,A,A,A,B,D,B,A
9518,A,B,B,,F,A,A,A,F,,D,B,,B,F,A
9519,D,A,A,C,,,D,D,B,F,,D,,D,A,
9520,D,A,A,A,,,F,B,,B,B,F,A,D,D,A
9522,,D,A,,A,,D,A,,F,,A,A,B,B,B
9526,A,A,A,A,,A,B,D,,D,A,D,D,F,A,F
9527,A,A,B,B,A,D,,A,A,D,B,D,A,,D,A
9530,,D,C,,B,A,A,,B,B,D,,B,,D,B
9532,F,D,B,A,A,,A,A,B,A,,D,,,B,A
9534,,A,A,D,A,D,A,D,,F,,A,A,,A,A
9535,A,A,,B,D,A,,A,,,B,B,A,A,B,D
9536,D,,A,A,B,,,D,,,A,A,D,D,,F
9537,A,A,A,,,,D,A,B,D,C,D,D,,B,A
9538,,A,A,,,,A,D,,D,B,D,A,A,D,A
9539,,,F,,A,,A,D,D,A,A,B,,A,A,B
9541,D,D,,A,,D,D,D,B,D,A,A,A,,A,A
9542,B,B,A,,A,A,A,,A,A,A,A,A,B,D,A
9543,B,A,A,,D,B,B,A,D,B,D,A,A,,A,B
9545,,A,,,A,,D,D,A,A,C,A,D,D,,D
9546,D,A,A,,A,D,A,F,,B,D,,D,A,D,D
9547,A,A,,A,A,A,,A,D,B,A,B,,,A,D
9548,B,D,,D,D,A,F,A,B,A,D,F,A,A,B,D
9557,A,,B,A,B,D,,A,A,A,D,A,D,,A,D
9558,A,D,A,B,A,A,D,B,A,A,B,,A,D,,A
9560,D,A,A,,B,A,,B,A,D,A,D,D,A,F,D
9563,,B,D,A,A,B,A,D,C,B,B,B,,,D,B
9570,A,,,A,F,,B,B,B,,,A,,B,A,C
9571,,B,A,F,A,A,D,A,A,D,A,,A,B,,
9572,A,D,,A,,B,A,B,,D,A,B,A,D,,
9575,A,B,,D,B,,B,A,A,D,,,A,A,A,A
9578,A,B,B,,A,A,A,,F,B,D,,A,B,B,
9579,B,A,A,A,F,A,A,A,A,F,A,A,D,A,A,
9581,A,B,A,B,A,A,A,,A,A,,B,A,A,A,A
9582,A,A,D,D,A,,A,B,A,,,D,A,A,D,
9583,A,A,B,A,A,A,D,A,D,D,A,,A,B,A,D
9584,,,,,A,D,A,B,D,D,D,B,D,A,F,F
9586,B,A,,F,B,A,,B,A,,,,A,A,B,D
9587,,A,D,,F,D,,F,D,F,A,D,,,A,B
9591,,,A,A,A,B,A,A,,B,D,D,B,A,F,
9596,A,A,A,B,,A,A,D,D,B,,A,A,B,,
9597,D,,F,B,A,A,A,A,A,,A,A,D,C,B,F
9600,F,A,D,B,B,A,,C,A,D,A,A,,,,
9601,,,A,A,D,A,A,D,A,D,A,D,D,,,
9603,D,D,A,A,A,D,D,B,,,,D,D,B,,B
9604,A,A,,A,D,,,B,A,B,,A,A,D,B,D
9606,A,D,A,A,A,B,A,D,B,F,A,A,A,A,D,
9607,A,B,D,,D,F,A,,A,B,A,A,,A,,A
9608,D,D,D,A,D,F,,A,B,A,D,A,,D,D,D
9609,B,A,D,A,B,,D,,D,D,F,C,D,A,D,B
9615,D,A,D,A,A,D,B,A,A,A,,A,,,D,A
9616,A,B,,C,A,A,A,B,B,,A,A,B,D,D,
9617,,D,D,A,B,A,,,D,,D,,A,A,D,A
9620,B,B,D,,A,A,D,B,,A,D,,D,A,A,D
9621,B,F,,A,D,,,D,F,A,,A,,D,,B
9625,A,A,,D,F,,F,,F,B,,,A,D,B,A
9626,A,D,F,,,,A,B,A,A,D,B,F,F,D,
9628,B,D,F,D,A,D,,A,A,A,A,A,D,,A,D
9629,D,D,A,A,B,D,B,,D,B,,D,D,A,,A
9630,A,,D,A,D,,A,D,F,F,F,A,A,A,A,B
9632,A,A,A,B,F,A,A,,D,,,A,A,,D,A
9634,,A,A,,B,B,D,F,A,F,D,D,F,A,D,
9635,A,A,D,A,D,A,A,D,D,,B,A,F,A,,C
9636,A,D,A,,A,A,B,B,D,A,A,A,,D,A,A
9638,A,A,D,F,A,D,D,B,,,,A,B,A,D,D
9641,,A,,A,D,A,A,B,A,A,A,D,B,,D,D
9642,D,A,B,D,,F,F,A,D,A,B,A,D,A,B,C
9643,C,A,D,D,,A,A,A,,A,B,A,B,A,F,D
9644,B,B,,A,C,F,A,A,B,B,B,F,A,B,A,A
9647,C,F,B,A,,,D,A,B,C,A,A,A,,A,
9650,,D,,,D,B,,,,D,F,,,D,A,A
9651,D,,B,A,A,,A,B,B,A,A,A,A,A,A,A
9653,A,F,A,,B,D,A,A,,D,F,D,D,A,A,A
9654,D,,D,A,B,,A,A,,B,A,D,B,,B,A
9655,A,A,F,A,A,,A,A,A,B,A,,D,B,B,A
9656,B,D,A,A,,D,D,D,,B,B,,,A,A,A
9657,,B,A,A,F,A,A,A,D,,A,A,A,A,A,D
9659,,F,D,F,D,,A,A,D,A,B,D,F,B,A,A
9661,D,A,A,B,A,B,A,B,A,D,A,,D,A,A,
9662,A,A,D,A,,B,A,A,,B,,,B,,A,A
9664,A,A,A,A,B,B,B,F,,D,D,B,,A,A,A
9666,B,F,,,A,D,D,D,,B,B,D,D,A,B,A
9667,A,A,A,A,B,A,A,D,A,,,A,A,B,A,B
9671,,A,A,A,A,D,C,B,B,A,D,,B,F,,
9672,B,A,A,A,A,A,A,,C,A,D,D,D,D,F,A
9673,A,,F,B,D,D,B,,,A,,A,B,,C,B
9674,F,,,D,A,B,A,B,A,A,F,A,A,F,A,
9676,D,D,,F,D,D,D,A,A,A,D,A,A,F,A,
9677,A,A,,D,B,A,A,,D,,D,B,B,D,D,D
9680,A,B,A,A,B,C,C,C,D,B,F,B,,A,B,A
9681,B,B,A,A,,B,D,A,C,B,D,D,A,B,A,
9682,A,B,A,A,A,,,C,,A,A,A,B,D,B,C
9683,,,,A,A,D,B,A,B,A,D,A,D,D,,A
9684,,A,A,A,A,B,A,D,B,A,A,,F,,D,A
9685,A,B,B,B,A,A,D,B,A,,F,,A,A,,D
9689,A,A,A,A,A,B,D,F,A,,A,D,A,,,B
9691,,,D,A,B,A,D,A,A,A,A,A,F,B,A,D
9692,A,A,,F,,,,D,A,A,A,A,,A,D,D
9695,A,A,B,B,B,A,,A,D,C,A,B,B,,D,A
9699,A,D,D,A,A,,A,A,A,D,D,A,B,B,,A
9700,A,A,,D,A,A,A,A,,A,A,,A,A,A,B
9702,B,F,A,A,F,D,,A,A,,A,D,D,D,,A
9703,,D,A,D,B,A,A,C,B,B,,D,B,B,A,A
9704,A,D,,D,D,A,D,A,,A,B,,A,F,B,A
9707,B,A,C,A,,,A,D,,A,B,A,F,A,B,A
9708,,,C,D,D,D,D,D,D,,,A,A,A,A,
9710,D,B,A,A,A,A,A,B,,A,F,,D,,A,B
9711,A,A,D,D,,B,B,D,B,A,D,B,D,D,A,D
9713,A,A,A,A,A,A,A,D,F,A,D,D,B,F,D,
9715,A,A,,D,A,B,B,,A,D,A,A,B,B,A,
9716,,D,,A,A,A,A,,D,A,D,F,A,,C,B
9717,A,D,C,F,A,A,C,,,B,A,A,A,D,D,A
9719,,B,F,D,A,A,B,A,A,D,,A,,D,B,A
9724,,A,B,,F,,A,,D,,A,B,A,D,A,A
9725,,A,D,A,B,D,A,,,,,A,B,C,,D
9726,A,B,A,D,A,,A,B,C,D,D,,A,B,D,A
9727,D,D,A,,A,B,A,B,,,D,,,,B,D
9729,A,F,,,B,D,,,B,A,A,,,A,A,B
9730,D,D,A,F,D,D,,A,A,D,,A,D,D,A,
9731,D,A,A,,,B,,B,,C,A,A,,A,A,A
9732,D,,C,A,A,,A,B,F,A,B,A,A,D,A,A
9734,A,A,A,B,A,,,A,A,A,A,,A,D,A,D
9735,,,D,,A,A,,A,,A,B,,,D,D,F
9737,D,D,B,D,,A,B,A,,A,,B,B,A,A,A
9738,,A,B,A,B,B,A,A,,F,D,,B,D,B,A
9739,,D,A,,D,A,B,D,B,,A,D,D,D,D,A
9741,A,D,,,B,,A,B,A,,D,B,F,A,A,A
9742,A,D,A,B,,F,A,D,A,D,B,D,,D,A,A
9743,A,F,D,D,,,,F,A,,F,,D,,D,
9746,A,A,D,D,A,,A,D,A,D,A,,D,B,A,A
9748,B,A,,A,C,A,,,B,C,A,B,A,A,A,A
9752,D,A,A,B,B,B,A,B,A,A,B,,,A,D,A
9753,D,,B,B,D,D,B,D,C,D,D,B,B,B,A,A
9757,D,A,,D,A,,A,B,B,A,,A,A,A,,D
9763,,B,A,A,D,B,B,A,A,A,,D,A,A,D,D
9764,D,B,,,A,,D,B,,A,D,,A,A,,A
9765,,A,A,,A,,B,,F,,A,D,D,D,D,A
9766,D,,B,B,A,B,C,,A,B,A,A,,,A,
9768,A,D,F,A,B,,F,B,F,B,A,A,A,D,,D
9771,,A,B,B,D,,,A,A,B,B,B,D,,,A
9772,A,B,F,D,D,B,,D,B,,,,A,,B,D
9773,D,D,,,A,D,,A,,,A,D,A,B,A,A
9774,B,A,D,C,B,B,F,,,D,A,,A,D,A,A
9775,,,C,,A,D,,A,,D,A,A,A,A,F,
9776,B,B,F,D,F,B,A,B,A,,D,B,,,,
9778,A,D,F,,F,A,D,C,B,A,A,A,D,A,B,A
9779,A,B,,D,,,A,,A,D,A,D,A,D,,A
9782,A,A,B,A,,A,A,,A,A,A,,F,F,A,A
9783,D,A,A,D,D,D,A,,,D,A,D,F,F,B,A
9784,B,A,,D,,B,B,,A,B,A,,A,A,A,B
9785,,B,A,A,F,A,C,,A,F,C,B,A,B,F,F
9786,,A,A,A,,,,A,A,A,D,B,D,A,,B
9787,,B,A,,,D,,,A,A,A,D,A,D,B,A
9795,A,,A,D,B,,,D,F,A,D,A,,A,A,D
9797,B,D,A,A,,A,B,,,F,D,D,,F,A,D
9802,A,B,B,B,A,A,F,B,A,,,D,F,B,B,D
9806,A,B,A,D,B,B,D,D,A,B,A,,,D,B,
9807,A,D,F,,A,,A,D,B,,,A,D,A,,
9809,D,B,,B,D,,B,B,A,D,A,D,A,A,,D
9810,F,A,C,A,F,,D,A,,F,D,A,C,A,B,A
9814,,B,A,A,F,A,A,A,F,B,D,A,D,D,D,
9816,D,B,B,B,F,A,D,A,D,A,B,A,A,A,,A
9817,B,D,F,,A,A,,D,,D,,C,B,B,,A
9820,A,A,,F,A,A,A,A,A,D,A,A,A,,A,D
9822,D,D,A,A,A,F,A,B,F,A,D,A,F,A,B,F
9823,,F,D,A,,,,A,B,F,D,D,,A,,A
9824,,A,A,D,A,D,,A,A,A,A,D,D,B,,
9825,B,D,B,,A,F,F,B,D,A,A,D,D,D,A,B
9828,A,B,A,,,,A,B,D,B,,,A,B,,F
9829,A,C,,D,A,,D,B,D,,,,A,A,D,D
9830,D,A,A,A,B,B,A,A,A,D,,A,B,A,,A
9831,A,B,B,,F,D,A,,D,,A,D,,D,C,B
9832,B,A,B,B,D,,,,A,D,A,A,D,,,
9835,D,A,A,A,A,B,B,A,D,D,B,A,D,A,,D
9837,A,B,,D,F,D,A,A,,D,B,D,D,D,,B
9840,B,,A,B,A,A,A,D,B,B,A,,A,D,A,A
9841,D,,B,D,A,D,A,A,A,F,,D,A,,,D
9842,D,B,D,A,,A,A,A,D,F,B,A,D,D,,A
9844,,A,D,,F,,A,D,D,B,A,A,,B,D,A
9847,B,A,A,B,,,A,A,B,A,A,D,B,A,D,A
9848,A,B,A,A,,C,,D,B,B,D,A,,D,A,
9850,,C,,A,D,A,A,B,B,D,D,A,D,,A,D
9856,A,A,A,,A,A,,D,A,D,D,A,,B,D,D
9857,,F,D,A,,D,A,D,A,D,,F,,A,A,
9858,D,,D,A,A,,,B,D,D,D,A,D,A,A,A
9861,D,A,A,A,A,B,A,B,A,A,,B,A,B,B,D
9863,D,,B,A,A,A,A,A,D,,B,B,D,A,A,A
9864,B,D,A,D,B,D,F,D,F,F,A,A,,,B,A
